review,rating,date,bank,source,sentiment,sentiment_score
"ለCBE developing crue ማስተላለፍ የምፈልገው መልክት app'አችሁ ጥሩ ሆኖ ሳለ ለምንድነው ሁሉንም አገልግሎት በአንድ app merge የማታረጉት. እዚጋ cbe birr ale ሌላ ደሞ አዲሱ CBE merchant app አለ ነዳጅ app አለ እያለ ሌላም 7+ app በCBE ስር አለ... አሁን ሰው cbe birr መጠቀም ቢፈልግ ግዴታ ወደ cbe birr ብር አስገብቶ ወይም ወደ merchant app አስገብቶ ምናምን ነው...ይሄ ሁላ ቀርቶ የናንተ best የሆነ app አላችሁ CBE Mobile banking app..Which is one of the best app in Ethiopia...It's easy, the UI is very nice...ግን ገንዘቡ ከአንዱ ወደ አንዱ ከማስተላለፍ ሁሉንም አገልግሎቶች ወደ አንድ merge ተደረገው ብናይ ወደ mobile banking app ጥሩ ነው::",4,2023-08-13,CBE,Google Play,positive,0.9987472295761108
Very good app and user friendly,4,2023-08-12,CBE,Google Play,positive,0.9998533725738525
"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,2023-08-11,CBE,Google Play,negative,0.9929896593093872
Water bill only on Addis ababa,4,2023-08-08,CBE,Google Play,negative,0.9628840088844299
It's the best app fast and clear service good job,4,2023-08-06,CBE,Google Play,positive,0.9997954964637756
Fantastic system but frontline staff need customer service training.,4,2023-08-02,CBE,Google Play,negative,0.9877674579620361
"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,2023-08-01,CBE,Google Play,negative,0.9930603504180908
I like it CBE app but the login pass code is doesn't give u comfort cause it's weak n it's only 4 digits,4,2023-07-26,CBE,Google Play,negative,0.9989249110221863
Very nice,4,2023-07-25,CBE,Google Play,positive,0.9998563528060913
"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",4,2023-07-24,CBE,Google Play,positive,0.9922665953636169
በጣም አሪፍ አፕሊኬሽን ነው መስተካከል ያለበት ነገር ገንዘብ ለማስተላለፍ ተጨማሪ ማረጋገጫ እስቴፕ ቢኖረው ፤ ምክንያቱም በኔትወርክ ምክንያት አልተላከም ብሎ እንደገና ስትሞክር በኃላ ግን ሁለት ጊዜ መላኩን ይነግርሃል !!! ከዚያ የፈሠሠ ውሃ አይታፈስም ይላል ያገሬ ሠው ።,4,2023-07-19,CBE,Google Play,negative,0.512873649597168
Good,4,2023-07-08,CBE,Google Play,positive,0.9998161196708679
It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,2023-07-07,CBE,Google Play,negative,0.9960599541664124
👍,4,2023-07-06,CBE,Google Play,negative,0.6970565915107727
It's easy for the customer,4,2023-07-01,CBE,Google Play,positive,0.9620627760887146
fantastic,4,2023-06-29,CBE,Google Play,positive,0.9998743534088135
"Except for the transaction sometimes not reaching destination,it is a good app",4,2023-06-29,CBE,Google Play,positive,0.9988970756530762
I hope this bank have excellent Mobile app but please do on service...,4,2023-06-09,CBE,Google Play,positive,0.9898101091384888
Smart app,4,2023-06-07,CBE,Google Play,positive,0.999789297580719
"The app is so nice, but credit & debit must be in service requirements.",4,2023-06-06,CBE,Google Play,negative,0.9001473188400269
Good app,4,2023-05-28,CBE,Google Play,positive,0.9998493194580078
"I have been using this app. for long period of time but after my phone's motherboard was damaged and replaced it with a new one. it says ""your device is rooted"" whenever I have installed the app. again want to use it again as before. what shall I do?",4,2023-05-23,CBE,Google Play,negative,0.9580047726631165
Nice application,4,2023-05-16,CBE,Google Play,positive,0.9998229146003723
It's good I like this app semtime sistem problem,4,2023-05-15,CBE,Google Play,positive,0.9988535642623901
Nice,4,2023-05-13,CBE,Google Play,positive,0.9998552799224854
Good mobile banking app,4,2023-05-13,CBE,Google Play,positive,0.9997872710227966
Best,4,2023-05-07,CBE,Google Play,positive,0.9997941851615906
"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",4,2023-05-06,CBE,Google Play,negative,0.9888511300086975
"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",4,2023-05-02,CBE,Google Play,positive,0.910473644733429
Goodapp,4,2023-04-24,CBE,Google Play,positive,0.9998255372047424
20 years,5,2025-06-08,CBE,Google Play,positive,0.991589367389679
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,Google Play,positive,0.9988697171211243
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play,positive,0.9998679161071777
best,5,2025-06-04,CBE,Google Play,positive,0.9997941851615906
bezabih,5,2025-06-04,CBE,Google Play,positive,0.9654072523117065
Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play,positive,0.9997294545173645
good,5,2025-06-04,CBE,Google Play,positive,0.9998161196708679
Good,5,2025-06-04,CBE,Google Play,positive,0.9998161196708679
👌👍,5,2025-06-04,CBE,Google Play,negative,0.6970565915107727
very niec,5,2025-06-04,CBE,Google Play,positive,0.5192620754241943
best app of finance,5,2025-06-04,CBE,Google Play,positive,0.9996503591537476
Engida Kebede Fetera,5,2025-06-03,CBE,Google Play,negative,0.8396738767623901
good,5,2025-06-03,CBE,Google Play,positive,0.9998161196708679
NICE bank,5,2025-06-03,CBE,Google Play,positive,0.9998055100440979
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play,positive,0.9997678399085999
best app,5,2025-06-01,CBE,Google Play,positive,0.999686598777771
Awesome bank,5,2025-06-01,CBE,Google Play,positive,0.9998461008071899
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play,negative,0.9983141422271729
Masha alla,5,2025-05-31,CBE,Google Play,negative,0.9514626860618591
better service,5,2025-05-31,CBE,Google Play,positive,0.9982219338417053
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play,positive,0.9998370409011841
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play,negative,0.9887813329696655
Nice!,5,2025-05-30,CBE,Google Play,positive,0.999863862991333
Keep it up My CBE,5,2025-05-29,CBE,Google Play,positive,0.9996104836463928
yes good,5,2025-05-28,CBE,Google Play,positive,0.9998410940170288
i like everything of this app,5,2025-05-27,CBE,Google Play,positive,0.9996908903121948
good,5,2025-05-27,CBE,Google Play,positive,0.9998161196708679
Best,5,2025-05-26,CBE,Google Play,positive,0.9997941851615906
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play,positive,0.9982792139053345
nice,5,2025-05-26,CBE,Google Play,positive,0.9998552799224854
good job,5,2025-05-26,CBE,Google Play,positive,0.999835729598999
Good,5,2025-05-25,CBE,Google Play,positive,0.9998161196708679
it's awesome!!,5,2025-05-25,CBE,Google Play,positive,0.999871015548706
best,5,2025-05-25,CBE,Google Play,positive,0.9997941851615906
thankyou every one,5,2025-05-25,CBE,Google Play,positive,0.9998461008071899
best app,5,2025-05-25,CBE,Google Play,positive,0.999686598777771
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play,positive,0.9948286414146423
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play,positive,0.9998852014541626
mortuary app,5,2025-05-25,CBE,Google Play,negative,0.7924914956092834
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play,negative,0.9961044788360596
👍,5,2025-05-24,CBE,Google Play,negative,0.6970565915107727
good app,5,2025-05-24,CBE,Google Play,positive,0.9998493194580078
i love it 😍😘,5,2025-05-24,CBE,Google Play,positive,0.9998791217803955
It makes life easy!👌,5,2025-05-24,CBE,Google Play,positive,0.9993600249290466
it is sooo good,5,2025-05-24,CBE,Google Play,positive,0.9998735189437866
excellent,5,2025-05-24,CBE,Google Play,positive,0.9998434782028198
Fantastic,5,2025-05-23,CBE,Google Play,positive,0.9998743534088135
accessible to using,5,2025-05-23,CBE,Google Play,positive,0.999116837978363
good,5,2025-05-23,CBE,Google Play,positive,0.9998161196708679
why you change default network?,5,2025-05-23,CBE,Google Play,negative,0.9962357878684998
very nice 👍,5,2025-05-23,CBE,Google Play,positive,0.9998577833175659
nice fast app,5,2025-05-23,CBE,Google Play,positive,0.999833345413208
best,5,2025-05-23,CBE,Google Play,positive,0.9997941851615906
how to I get my money,5,2025-05-23,CBE,Google Play,negative,0.9934091567993164
hojii bonsaadha,5,2025-05-22,CBE,Google Play,positive,0.9568661451339722
ok,5,2025-05-22,CBE,Google Play,positive,0.9997851252555847
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play,positive,0.955450713634491
Awosome!!!,5,2025-05-22,CBE,Google Play,positive,0.6944916844367981
"Very good app,",5,2025-05-22,CBE,Google Play,positive,0.9998691082000732
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play,negative,0.992516815662384
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play,positive,0.9997020363807678
trustful,5,2025-05-22,CBE,Google Play,positive,0.9998213648796082
I like,5,2025-05-22,CBE,Google Play,positive,0.9998149275779724
best,5,2025-05-21,CBE,Google Play,positive,0.9997941851615906
ok,5,2025-05-21,CBE,Google Play,positive,0.9997851252555847
best app,5,2025-05-21,CBE,Google Play,positive,0.999686598777771
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play,positive,0.9994401335716248
good app,5,2025-05-21,CBE,Google Play,positive,0.9998493194580078
Yes Yes,5,2025-05-21,CBE,Google Play,positive,0.9997482895851135
easy to use helpful in my life,5,2025-05-21,CBE,Google Play,positive,0.9981144666671753
the best mobile banking app,5,2025-05-21,CBE,Google Play,positive,0.9998278617858887
it's a good application 👍,5,2025-05-21,CBE,Google Play,positive,0.9998123049736023
amazing,5,2025-05-20,CBE,Google Play,positive,0.999875545501709
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play,positive,0.9998389482498169
Cbe mobile banking,5,2025-05-20,CBE,Google Play,positive,0.8304281234741211
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play,negative,0.9966920614242554
Best app I loved it,5,2025-05-19,CBE,Google Play,positive,0.999849796295166
nice app,5,2025-05-19,CBE,Google Play,positive,0.9998061060905457
wow,5,2025-05-18,CBE,Google Play,positive,0.999592125415802
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play,negative,0.6448812484741211
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play,positive,0.9998588562011719
best app.,5,2025-05-17,CBE,Google Play,positive,0.999774158000946
good,5,2025-05-17,CBE,Google Play,positive,0.9998161196708679
"not working,why???",5,2025-05-17,CBE,Google Play,negative,0.9995881915092468
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play,negative,0.9841780066490173
excellent,5,2025-05-17,CBE,Google Play,positive,0.9998434782028198
woxe harimo ribiso,5,2025-05-17,CBE,Google Play,negative,0.9374371767044067
good,5,2025-05-16,CBE,Google Play,positive,0.9998161196708679
"Good ,easy to use",5,2025-05-16,CBE,Google Play,positive,0.9998592138290405
Good app,5,2025-05-15,CBE,Google Play,positive,0.9998493194580078
Good job👍,5,2025-05-14,CBE,Google Play,positive,0.9998576641082764
good,5,2025-05-14,CBE,Google Play,positive,0.9998161196708679
nice,5,2025-05-14,CBE,Google Play,positive,0.9998552799224854
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play,negative,0.992915153503418
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play,positive,0.9984942674636841
The fastest transferring app I ever had its so reliable,5,2025-05-11,CBE,Google Play,positive,0.9844427704811096
it's easy and fast,5,2025-05-10,CBE,Google Play,positive,0.9995684027671814
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play,positive,0.999572217464447
wow best application ever,5,2025-05-09,CBE,Google Play,positive,0.9997984766960144
good,5,2025-05-09,CBE,Google Play,positive,0.9998161196708679
the pride of Ethiopian bank 🏦,5,2025-05-08,CBE,Google Play,positive,0.999118983745575
good,5,2025-05-07,CBE,Google Play,positive,0.9998161196708679
ok,5,2025-05-07,CBE,Google Play,positive,0.9997851252555847
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play,positive,0.9976927042007446
amazing apps,5,2025-05-06,CBE,Google Play,positive,0.9998716115951538
All service of Mobile Banking,5,2025-05-06,CBE,Google Play,positive,0.8924251198768616
