review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play,negative,0.9987725615501404,version open device notice issue friend android phone samsung android phone weekly update new version work properly provide stable version update prefer old version app new,other
This app is not working!!,1,2024-05-04,BOA,Google Play,negative,0.9997822642326356,app work,other
betam yedadab app,1,2024-05-04,BOA,Google Play,negative,0.7780932188034058,betam yedadab app,other
It crushes repeatedly,1,2024-05-03,BOA,Google Play,negative,0.9994243383407592,crush repeatedly,other
Very bad app as always bothering any transaction processes.,1,2024-05-03,BOA,Google Play,negative,0.999804675579071,bad app bother transaction process,other
Ok true,1,2024-05-03,BOA,Google Play,positive,0.9998169541358948,ok true,other
Good,1,2024-05-03,BOA,Google Play,positive,0.999816119670868,good,other
Soo many bugs on this app I haven't been able to use it since I installed it very bad,1,2024-05-03,BOA,Google Play,negative,0.9981491565704346,soo bug app able use instal bad,other
This application isn't working properly,1,2024-05-03,BOA,Google Play,negative,0.9997974038124084,application work properly,other
This is too poorer than the previous app.,1,2024-05-03,BOA,Google Play,negative,0.9997180104255676,poor previous app,other
Not working 😕,1,2024-05-03,BOA,Google Play,negative,0.9997498393058776,work,other
"The app keeps crashign again and again, i didn't even get to sign in. Worst update!!",1,2024-05-03,BOA,Google Play,negative,0.999796450138092,app keep crashign sign bad update,performance
Yleiall,1,2024-05-03,BOA,Google Play,positive,0.984531819820404,yleiall,other
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,BOA,Google Play,negative,0.9997113347053528,dear boa sure upgrade application bad bad fix bug quickly possible,other
it doesnt work it crashes,1,2024-05-03,BOA,Google Play,negative,0.9852179884910583,not work crash,performance
It keeps clashing down What a crass stupid app is this... You forced me to update after I transferred money and now I can't open it,1,2024-05-03,BOA,Google Play,negative,0.9997383952140808,keep clash crass stupid app force update transfer money open,features
Sorie,1,2024-05-03,BOA,Google Play,positive,0.99139142036438,sorie,other
Slow,1,2024-05-03,BOA,Google Play,negative,0.9997313618659972,slow,performance
Crash... glitch... crash... blame connection... crash... crash again. Please fix it,1,2024-05-02,BOA,Google Play,negative,0.9994064569473268,crash glitch crash blame connection crash crash fix,performance
So unreliable i had to send money asap but this app either laggs or doesn't work such a lazy work look at how efficient tele birr is and its not even a bank,1,2024-05-02,BOA,Google Play,negative,0.9988459348678588,unreliable send money asap app lagg work lazy work look efficient tele birr bank,other
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,Google Play,negative,0.999766170978546,omg like bad mobile banking app different mobile banking app different bank bad far say connection issue wifi datum connection social medium app keep ask update like week take forever load like wait minute login min balance,access
👎,1,2024-05-02,BOA,Google Play,negative,0.6970565915107727,,other
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,BOA,Google Play,negative,0.9977701902389526,app go wor boa app crush time login,access
"The app never worked properly, specially on android 14, do better",1,2024-05-02,BOA,Google Play,negative,0.9997982382774352,app work properly specially android well,other
Fix the bug.,1,2024-05-02,BOA,Google Play,negative,0.9944986701011658,fix bug,other
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,BOA,Google Play,negative,0.9995203018188475,time update m satisfy boa mobile bancking,other
It always crashes,1,2024-05-02,BOA,Google Play,negative,0.9992138147354126,crash,performance
Worst app ever. Barely works,1,2024-05-02,BOA,Google Play,negative,0.99981027841568,bad app barely work,other
It keep making me out and crash when i open the app and not working properly,1,2024-05-02,BOA,Google Play,negative,0.9985978007316588,make crash open app work properly,performance
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,Google Play,negative,0.999652624130249,update app keep crash work pls fix mobile transaction impossible,performance
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,Google Play,negative,0.999539852142334,know time come new update app bad old take time load load money telebirr pay awach try fix,features
The worest mobile banking app,1,2024-05-02,BOA,Google Play,negative,0.843271791934967,wor mobile banking app,other
Ayseram mnm,1,2024-05-01,BOA,Google Play,negative,0.997495174407959,ayseram mnm,other
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,BOA,Google Play,negative,0.9995355606079102,ethiopian internet banking abbisiniya internet banking application worst boring slow app fix,performance
Every time needs update & after that it's not working it's too boring,1,2024-05-01,BOA,Google Play,positive,0.9877825379371644,time need update work boring,other
Mnm beka ayeseram hule endaschegeregn,1,2024-05-01,BOA,Google Play,negative,0.9476741552352904,mnm beka ayeseram hule endaschegeregn,other
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,Google Play,negative,0.9993731379508972,slow login crash frequently annoying app update app extremely unhelpful,"support, access, performance"
"why do we need to turn off ""developer options"" in order to use your app, on the new update??? Are we suppose to not use our device for other purposes just so we can use your app? It is not security it is BS. (fix that and I will update my rating)",1,2024-05-01,BOA,Google Play,negative,0.9993647933006288,need turn developer option order use app new update suppose use device purpose use app security bs fix update rating,other
Annoying it doesn't work totally,1,2024-05-01,BOA,Google Play,negative,0.9998140931129456,annoying work totally,other
The Worst application ever,1,2024-05-01,BOA,Google Play,negative,0.999783456325531,bad application,other
Keeps crashing everytime what a disaster,1,2024-05-01,BOA,Google Play,negative,0.9993972778320312,keep crash everytime disaster,performance
It doesn't work anymore,1,2024-05-01,BOA,Google Play,negative,0.999621033668518,work anymore,other
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,BOA,Google Play,negative,0.9998101592063904,app terrible function properly especially late update crash time,performance
"It's good app but the system is not same as CBE bankin mobile When i compare To these apps BOA and CBE, CBE is the best up",1,2024-05-01,BOA,Google Play,positive,0.9958796501159668,good app system cbe bankin mobile compare app boa cbe cbe good,other
Please focus on the functionality of the app instead of spending money on the advertisements.,1,2024-05-01,BOA,Google Play,positive,0.7451227307319641,focus functionality app instead spend money advertisement,other
Frequently crashing fix it please,1,2024-05-01,BOA,Google Play,positive,0.948821187019348,frequently crash fix,performance
95% of the time it crashes,1,2024-05-01,BOA,Google Play,negative,0.9967779517173768,time crash,performance
The worst update ever You don't deserve one star;,1,2024-05-01,BOA,Google Play,negative,0.999794900417328,bad update deserve star,other
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play,negative,0.9997557997703552,app trash work past day bank send money bank plus app keep crash update boa bank deteriorate change,performance
